Variable,Categoría,Comuna,Valor
Fuente para preparar los alimentos,"Pozo sin bomba, aljibe, jaguey o barreno?",Comuna 06,180
Fuente para preparar los alimentos,Red de distribución comunitaria?,Comuna 06,146
Fuente para preparar los alimentos,"RÍo, quebrada, manantial, nacimiento?",Comuna 06,239
Lugar donde preparan los alimentos,En un cuarto usado solo para cocinar?,Comuna 06,29832
Lugar donde preparan los alimentos,En un cuarto usado también para dormir?,Comuna 06,146
Lugar donde preparan los alimentos,"En un patio, corredor, enramada o al aire libre?",Comuna 06,252
Lugar donde preparan los alimentos,En una sala-comedor con lavaplatos?,Comuna 06,1163
Lugar donde preparan los alimentos,En una sala-comedor sin lavaplatos?,Comuna 06,56
Lugar donde preparan los alimentos,No informa,Comuna 06,54
Lugar donde preparan los alimentos,No preparan alimentos en la vivienda?,Comuna 06,102
¿En general considera que la calidad de la prestación del servicio de salud reci,Bueno,Comuna 06,1984
¿En general considera que la calidad de la prestación del servicio de salud reci,Malo,Comuna 06,326
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy Malo,Comuna 06,118
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy bueno,Comuna 06,582
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No,Comuna 06,22354
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No informa,Comuna 06,279
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",Sí,Comuna 06,7583
Ha tenido algún hijo(a) nacido vivo(a),No,Comuna 06,5623
Ha tenido algún hijo(a) nacido vivo(a),No informa,Comuna 06,209
Ha tenido algún hijo(a) nacido vivo(a),Sí,Comuna 06,9739
¿Lo atendieron?,No,Comuna 06,51
¿Lo atendieron?,No informa,Comuna 06,0
¿Lo atendieron?,Sí,Comuna 06,3010
¿Donde nacio?,En este mpio,Comuna 06,20092
¿Donde nacio?,En otro mpio Colombiano,Comuna 06,10926
¿Donde nacio?,En otro país,Comuna 06,344
¿Donde nacio?,No Informa,Comuna 06,243
¿En donde vivía hace 12 meses ?,En este mpio,Comuna 06,30304
¿En donde vivía hace 12 meses ?,En otro mpio colombiano,Comuna 06,599
¿En donde vivía hace 12 meses ?,En otro país,Comuna 06,219
¿En donde vivía hace 12 meses ?,No Informa,Comuna 06,247
¿En donde vivía hace 12 meses ?,No había nacido,Comuna 06,236
¿En donde vivía hace 5 años ?,En este mpio,Comuna 06,27386
¿En donde vivía hace 5 años ?,En otro mpio Colombiano,Comuna 06,2180
¿En donde vivía hace 5 años ?,En otro país,Comuna 06,398
¿En donde vivía hace 5 años ?,No Informa,Comuna 06,376
¿En donde vivía hace 5 años ?,No había nacido,Comuna 06,1265
¿Sabe leer y escribir?,No,Comuna 06,729
¿Sabe leer y escribir?,No informa,Comuna 06,273
¿Sabe leer y escribir?,Sí,Comuna 06,29214
¿Cuantos años cumplidos tiene?,de 00 A 04 Años,Comuna 06,1389
¿Cuantos años cumplidos tiene?,de 05 A 09 Años,Comuna 06,1513
¿Cuantos años cumplidos tiene?,de 10 A 14 Años,Comuna 06,1793
¿Cuantos años cumplidos tiene?,de 100 y más Años,Comuna 06,9
¿Cuantos años cumplidos tiene?,de 15 A 19 Años,Comuna 06,2220
¿Cuantos años cumplidos tiene?,de 20 A 24 Años,Comuna 06,2680
¿Cuantos años cumplidos tiene?,de 25 A 29 Años,Comuna 06,2526
¿Cuantos años cumplidos tiene?,de 30 A 34 Años,Comuna 06,2364
¿Cuantos años cumplidos tiene?,de 35 A 39 Años,Comuna 06,2367
¿Cuantos años cumplidos tiene?,de 40 A 44 Años,Comuna 06,2035
¿Cuantos años cumplidos tiene?,de 45 A 49 Años,Comuna 06,2256
¿Cuantos años cumplidos tiene?,de 50 A 54 Años,Comuna 06,2404
¿Cuantos años cumplidos tiene?,de 55 A 59 Años,Comuna 06,2290
¿Cuantos años cumplidos tiene?,de 60 A 64 Años,Comuna 06,1770
¿Cuantos años cumplidos tiene?,de 65 A 69 Años,Comuna 06,1357
¿Cuantos años cumplidos tiene?,de 70 A 74 Años,Comuna 06,1059
¿Cuantos años cumplidos tiene?,de 75 A 79 Años,Comuna 06,708
¿Cuantos años cumplidos tiene?,de 80 A 84 Años,Comuna 06,473
¿Cuantos años cumplidos tiene?,de 85 A 89 Años,Comuna 06,264
¿Cuantos años cumplidos tiene?,de 90 A 94 Años,Comuna 06,101
¿Cuantos años cumplidos tiene?,de 95 A 99 Años,Comuna 06,27
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No,Comuna 06,27542
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No informa,Comuna 06,232
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",Sí,Comuna 06,3831
"Actualmente, ¿Su estado civil es?",Casado(a)?,Comuna 06,8409
"Actualmente, ¿Su estado civil es?",Divorciado(a)?,Comuna 06,563
"Actualmente, ¿Su estado civil es?",No Informa,Comuna 06,233
"Actualmente, ¿Su estado civil es?",Separado(a) de matrimonio?,Comuna 06,1162
"Actualmente, ¿Su estado civil es?",Separado(a) de unión libre?,Comuna 06,686
"Actualmente, ¿Su estado civil es?","Soltero(a)?(Nunca se ha casado, ni ha vivido en unión libre)",Comuna 06,11834
"Actualmente, ¿Su estado civil es?",Unión libre?,Comuna 06,4250
"Actualmente, ¿Su estado civil es?",Viudo(a)?,Comuna 06,1566
¿Cuál es el nivel educativo más alto alcanzado?,Básica primaria,Comuna 06,5252
¿Cuál es el nivel educativo más alto alcanzado?,Básica secundaria,Comuna 06,3963
Material predominante de los pisos de esta vivienda,Alfombra,Comuna 06,105
¿Cuál es el nivel educativo más alto alcanzado?,"Especialización, maestría, doctorado",Comuna 06,2201
¿Cuál es el nivel educativo más alto alcanzado?,Media academica o clasica,Comuna 06,7192
¿Cuál es el nivel educativo más alto alcanzado?,Media tecnica,Comuna 06,599
¿Cuál es el nivel educativo más alto alcanzado?,Ninguno,Comuna 06,564
¿Cuál es el nivel educativo más alto alcanzado?,No informa,Comuna 06,371
¿Cuál es el nivel educativo más alto alcanzado?,Normalista,Comuna 06,117
¿Cuál es el nivel educativo más alto alcanzado?,Preescolar,Comuna 06,444
¿Cuál es el nivel educativo más alto alcanzado?,Técnica profesional o Tecnológica,Comuna 06,3531
¿Cuál es el nivel educativo más alto alcanzado?,Universitario,Comuna 06,5982
Parentesco con el jefe del hogar,"Hijo(a), Hijastro(a)",Comuna 06,10202
Parentesco con el jefe del hogar,Jefe(a) del hogar,Comuna 06,11137
Parentesco con el jefe del hogar,Otros NO parientes,Comuna 06,452
Parentesco con el jefe del hogar,Otros Parientes,Comuna 06,4198
Parentesco con el jefe del hogar,"Pareja (Conyuge, compañero(a), esposo(a))",Comuna 06,5616
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a la entidad de seguridad social en salud de la cual es filiado(a)?,Comuna 06,3061
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a otro médico de un grupo étnico? (curandero, yerbatero, etc.)",Comuna 06,0
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un boticario, farmacéuta, droguista?",Comuna 06,73
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un médico particular? (general, especialista, odontólogo, terapeuta u otro)",Comuna 06,300
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a una autoridad indígena espiritual?,Comuna 06,0
"Para tratar ese problema de salud, ¿qué hizo principalmente","Asistió a terapias alternativas? (acupuntura, esencias florales, musicoterapias, homeópata, etc.)",Comuna 06,6
"Para tratar ese problema de salud, ¿qué hizo principalmente",No Informa,Comuna 06,1
"Para tratar ese problema de salud, ¿qué hizo principalmente",No hizo nada,Comuna 06,73
"Para tratar ese problema de salud, ¿qué hizo principalmente",Se autorrecetó,Comuna 06,89
"Para tratar ese problema de salud, ¿qué hizo principalmente",Usó remedios caseros?,Comuna 06,228
¿Cual es el sexo de...?,Hombre,Comuna 06,14623
¿Cual es el sexo de...?,Mujer,Comuna 06,16982
¿Actividad durante la semana pasada . . . :?,Busco trabajo?,Comuna 06,1096
¿Actividad durante la semana pasada . . . :?,Estudió?,Comuna 06,4616
¿Actividad durante la semana pasada . . . :?,Estuvo en otra situación?,Comuna 06,1554
¿Actividad durante la semana pasada . . . :?,Está incapacitado(a) permanentemente para trabajar?,Comuna 06,245
¿Actividad durante la semana pasada . . . :?,No Informa,Comuna 06,332
¿Actividad durante la semana pasada . . . :?,"No trabajó, pero tenía un empleo, trabajo o negocio por el que recibe ingresos?",Comuna 06,723
¿Actividad durante la semana pasada . . . :?,Realizó oficios del hogar?,Comuna 06,4249
¿Actividad durante la semana pasada . . . :?,Trabajó o ayudó en un negocio por lo menos una hora sin que le pagaran?,Comuna 06,121
¿Actividad durante la semana pasada . . . :?,Trabajó por lo menos una hora en una actividad que le generó algún ingreso?,Comuna 06,12947
¿Actividad durante la semana pasada . . . :?,"Vivió de jubilación, pensión o renta?",Comuna 06,2820
Uso de la Unidad (Espacio independiente y separado),Lugar Especial de Alojamiento - LEA,Comuna 06,0
Uso de la Unidad (Espacio independiente y separado),Mixto (Espacio independiente y separado que combina vivienda con otro uso no residencial),Comuna 06,507
Uso de la Unidad (Espacio independiente y separado),Vivienda,Comuna 06,31098
Estrato de esta vivienda,Estrato 1,Comuna 06,1348
Estrato de esta vivienda,Estrato 2,Comuna 06,6193
Estrato de esta vivienda,Estrato 3,Comuna 06,15279
Estrato de esta vivienda,Estrato 4,Comuna 06,5747
Estrato de esta vivienda,Estrato 5,Comuna 06,1858
Estrato de esta vivienda,Estrato 6,Comuna 06,835
Estrato de esta vivienda,No sabe el estrato,Comuna 06,29
Estrato de esta vivienda,Sin estrato,Comuna 06,24
La vivienda cuenta con servicio de Energía Eléctrica,No,Comuna 06,292
La vivienda cuenta con servicio de Energía Eléctrica,Si,Comuna 06,31313
La vivienda cuenta con servicios de Acueducto?,No,Comuna 06,769
La vivienda cuenta con servicios de Acueducto?,Si,Comuna 06,30836
La vivienda cuenta con servicio de Alcantarillado?,No,Comuna 06,1129
La vivienda cuenta con servicio de Alcantarillado?,Si,Comuna 06,30476
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No,Comuna 06,2639
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No informa,Comuna 06,311
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,Si,Comuna 06,28655
¿Cuántas veces por semana?,1 vez,Comuna 06,309
¿Cuántas veces por semana?,2 veces,Comuna 06,28088
¿Cuántas veces por semana?,3 veces,Comuna 06,2074
¿Cuántas veces por semana?,4 veces,Comuna 06,45
¿Cuántas veces por semana?,5 veces,Comuna 06,24
¿Cuántas veces por semana?,6 veces,Comuna 06,23
¿Cuántas veces por semana?,7 veces,Comuna 06,40
¿Cuántas veces por semana?,Mayor periodicidad,Comuna 06,3
¿Cuántas veces por semana?,No sabe,Comuna 06,88
La vivienda cuenta con servicio de Recolección de basuras?,No,Comuna 06,911
La vivienda cuenta con servicio de Recolección de basuras?,Si,Comuna 06,30694
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No,Comuna 06,5942
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No informa,Comuna 06,311
La vivienda cuenta con servicio de internet (Fijo o Movil)?,Si,Comuna 06,25352
Condición de ocupación de la Vivienda,Ocupada con personas presentes,Comuna 06,31605
Material predominante de las paredes exteriores de la vivienda,"Bloque, ladrillo, piedra, madera pulida",Comuna 06,26951
Material predominante de las paredes exteriores de la vivienda,"Caña, esterilla, otros vegetales",Comuna 06,48
Material predominante de las paredes exteriores de la vivienda,Concreto vaciado,Comuna 06,3769
Material predominante de las paredes exteriores de la vivienda,Guadua,Comuna 06,6
Material predominante de las paredes exteriores de la vivienda,"Madera burda, tabla, tablon",Comuna 06,410
Material predominante de las paredes exteriores de la vivienda,Material prefabricado,Comuna 06,179
Material predominante de las paredes exteriores de la vivienda,"Materiales de deshecho (Zinc, tela, carton, latas, plásticos, otros)",Comuna 06,30
Material predominante de las paredes exteriores de la vivienda,No tiene paredes,Comuna 06,0
Material predominante de las paredes exteriores de la vivienda,"Tapia pisada, bahareque, adobe",Comuna 06,212
Material predominante de los pisos de esta vivienda,"Baldosa, vinilo, tableta, ladrillo, laminado",Comuna 06,26258
Material predominante de los pisos de esta vivienda,"Cemento, gravilla",Comuna 06,1297
Material predominante de los pisos de esta vivienda,"Madera burda, tabla, tablon, otro vegetal",Comuna 06,812
Material predominante de los pisos de esta vivienda,"Marmol, parque, madera pulida y lacada",Comuna 06,2776
Material predominante de los pisos de esta vivienda,"Tierra, arena, barro",Comuna 06,357
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Esta vivienda No tiene servicio sanitario?,Comuna 06,253
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro con descarga directa a fuentes de agua (bajamar)?,Comuna 06,81
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado a pozo séptico?,Comuna 06,774
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado al alcantarillado?,Comuna 06,30065
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro sin conexión?,Comuna 06,96
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Letrina?,Comuna 06,13
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,No informa,Comuna 06,323
Tipo vivienda,Apartamento,Comuna 06,14879
Tipo vivienda,Casa,Comuna 06,16360
Tipo vivienda,"Otro (Contenedor, carpa, embarcación, vagon, cueva, refugio natural, etc",Comuna 06,17
Tipo vivienda,Tipo cuarto,Comuna 06,248
Tipo vivienda,Vivienda tradicional Indígena,Comuna 06,99
Tipo vivienda,"Vivienda tradicional Étnica (Afrocolombiana, Isleña, Rrom)",Comuna 06,2
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",No,Comuna 07,20771
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",Sí,Comuna 07,2084
Fuente para preparar los alimentos,Acueducto público?,Comuna 07,21478
Fuente para preparar los alimentos,Acueducto veredal?,Comuna 07,519
Fuente para preparar los alimentos,Agua embotellada o en bolsa?,Comuna 07,19
Fuente para preparar los alimentos,Agua lluvia?,Comuna 07,9
Fuente para preparar los alimentos,Aguatero?,Comuna 07,0
Fuente para preparar los alimentos,Carrotanque?,Comuna 07,0
Fuente para preparar los alimentos,No informa,Comuna 07,161
Fuente para preparar los alimentos,Pila pública?,Comuna 07,2
Fuente para preparar los alimentos,Pozo con bomba?,Comuna 07,90
Fuente para preparar los alimentos,"Pozo sin bomba, aljibe, jaguey o barreno?",Comuna 07,40
Fuente para preparar los alimentos,Red de distribución comunitaria?,Comuna 07,146
Fuente para preparar los alimentos,"RÍo, quebrada, manantial, nacimiento?",Comuna 07,245
Lugar donde preparan los alimentos,En un cuarto usado solo para cocinar?,Comuna 07,21577
Lugar donde preparan los alimentos,En un cuarto usado también para dormir?,Comuna 07,114
Lugar donde preparan los alimentos,"En un patio, corredor, enramada o al aire libre?",Comuna 07,36
Lugar donde preparan los alimentos,En una sala-comedor con lavaplatos?,Comuna 07,909
Lugar donde preparan los alimentos,En una sala-comedor sin lavaplatos?,Comuna 07,25
Lugar donde preparan los alimentos,No informa,Comuna 07,48
Lugar donde preparan los alimentos,No preparan alimentos en la vivienda?,Comuna 07,146
¿En general considera que la calidad de la prestación del servicio de salud reci,Bueno,Comuna 07,1663
¿En general considera que la calidad de la prestación del servicio de salud reci,Malo,Comuna 07,329
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy Malo,Comuna 07,72
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy bueno,Comuna 07,773
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No,Comuna 07,15887
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No informa,Comuna 07,194
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",Sí,Comuna 07,5755
Ha tenido algún hijo(a) nacido vivo(a),No,Comuna 07,3501
Ha tenido algún hijo(a) nacido vivo(a),No informa,Comuna 07,152
Ha tenido algún hijo(a) nacido vivo(a),Sí,Comuna 07,7285
¿Lo atendieron?,No,Comuna 07,52
¿Lo atendieron?,No informa,Comuna 07,0
¿Lo atendieron?,Sí,Comuna 07,2837
¿Donde nacio?,En este mpio,Comuna 07,13679
¿Donde nacio?,En otro mpio Colombiano,Comuna 07,8758
¿Donde nacio?,En otro país,Comuna 07,255
¿Donde nacio?,No Informa,Comuna 07,163
¿En donde vivía hace 12 meses ?,En este mpio,Comuna 07,21718
¿En donde vivía hace 12 meses ?,En otro mpio colombiano,Comuna 07,637
¿En donde vivía hace 12 meses ?,En otro país,Comuna 07,145
¿En donde vivía hace 12 meses ?,No Informa,Comuna 07,170
¿En donde vivía hace 12 meses ?,No había nacido,Comuna 07,185
¿En donde vivía hace 5 años ?,En este mpio,Comuna 07,19350
¿En donde vivía hace 5 años ?,En otro mpio Colombiano,Comuna 07,1961
¿En donde vivía hace 5 años ?,En otro país,Comuna 07,338
¿En donde vivía hace 5 años ?,No Informa,Comuna 07,275
¿En donde vivía hace 5 años ?,No había nacido,Comuna 07,931
